"unemp_benefit_number_total","unemp_benefit_number_male","unemp_benefit_number_female","unemp_benefit_yen_total","unemp_benefit_yen_male","unemp_benefit_yen_female","id","date","year","prefec_kanji","prefec"
4485,2006,2479,588524512,298969516,289554996,29,"2021-06-01",2021,"奈良","Nara"
3487,1430,2057,419856308,199538707,220317601,30,"2021-06-01",2021,"和歌山","Wakayama"
2284,956,1328,277215997,126445204,150770793,31,"2021-06-01",2021,"鳥取","Tottori"
2714,1080,1634,320825614,142641904,178183710,32,"2021-06-01",2021,"島根","Shimane"
7418,3159,4259,902877228,436449932,466427296,33,"2021-06-01",2021,"岡山","Okayama"
10746,4255,6491,1359124806,609154826,749969980,34,"2021-06-01",2021,"広島","Hiroshima"
4427,1721,2706,569474405,258806185,310668220,35,"2021-06-01",2021,"山口","Yamaguchi"
2891,1198,1693,361214533,168774941,192439592,36,"2021-06-01",2021,"徳島","Tokushima"
3604,1506,2098,427613668,201776726,225836942,37,"2021-06-01",2021,"香川","Kagawa"
5133,2120,3013,638498903,301210507,337288396,38,"2021-06-01",2021,"愛媛","Ehime"
3088,1295,1793,375469841,175962258,199507583,39,"2021-06-01",2021,"高知","Kochi"
23296,9214,14082,3085633439,1394867194,1690766245,40,"2021-06-01",2021,"福岡","Fukuoka"
3355,1285,2070,405226650,177267685,227958965,41,"2021-06-01",2021,"佐賀","Saga"
5879,2299,3580,705182606,316552786,388629820,42,"2021-06-01",2021,"長崎","Nagasaki"
8028,3182,4846,1007557421,461854570,545702851,43,"2021-06-01",2021,"熊本","Kumamoto"
5732,2268,3464,671715605,307642472,364073133,44,"2021-06-01",2021,"大分","Oita"
4836,1839,2997,576560472,257620548,318939924,45,"2021-06-01",2021,"宮崎","Miyazaki"
7116,2790,4326,855905360,388211599,467693761,46,"2021-06-01",2021,"鹿児島","Kagoshima"
6333,2706,3627,774684389,366704389,407980000,47,"2021-06-01",2021,"沖縄","Okinawa"
485281,205715,279566,61818743176,29525959208,32292783968,99,"2021-07-01",2021,"全国","zenkoku"
23166,8639,14527,2778405311,1187839552,1590565759,1,"2021-07-01",2021,"北海道","Hokkaido"
6132,2470,3662,710420884,326838620,383582264,2,"2021-07-01",2021,"青森","Aomori"
4673,1935,2738,533254245,249372124,283882121,3,"2021-07-01",2021,"岩手","Iwate"
9029,3662,5367,1091756079,507287157,584468922,4,"2021-07-01",2021,"宮城","Miyagi"
3984,1684,2300,464630514,221883875,242746639,5,"2021-07-01",2021,"秋田","Akita"
4166,1749,2417,521525543,243078960,278446583,6,"2021-07-01",2021,"山形","Yamagata"
7071,3123,3948,855836014,421584198,434251816,7,"2021-07-01",2021,"福島","Fukushima"
9349,4261,5088,1209694181,627973009,581721172,8,"2021-07-01",2021,"茨城","Ibaraki"
6982,3183,3799,871949400,451475153,420474247,9,"2021-07-01",2021,"栃木","Tochigi"
6570,2945,3625,809944165,409781811,400162354,10,"2021-07-01",2021,"群馬","Gunma"
26220,12383,13837,3513616905,1855931017,1657685888,11,"2021-07-01",2021,"埼玉","Saitama"
21194,9899,11295,2913248200,1511983467,1401264733,12,"2021-07-01",2021,"千葉","Chiba"
50194,22218,27976,7209106567,3447537572,3761568995,13,"2021-07-01",2021,"東京","Tokyo"
31329,14598,16731,4449963260,2296169682,2153793578,14,"2021-07-01",2021,"神奈川","Kanagawa"
8315,3387,4928,1000020856,462064617,537956239,15,"2021-07-01",2021,"新潟","Niigata"
3366,1352,2014,418641539,188583762,230057777,16,"2021-07-01",2021,"富山","Toyama"
4250,1634,2616,514015167,226737472,287277695,17,"2021-07-01",2021,"石川","Ishikawa"
2572,1034,1538,294357690,134801743,159555947,18,"2021-07-01",2021,"福井","Fukui"
2763,1194,1569,348279766,170822612,177457154,19,"2021-07-01",2021,"山梨","Yamanashi"
7787,3376,4411,964864368,469201106,495663262,20,"2021-07-01",2021,"長野","Nagano"
6832,2902,3930,812997706,392437352,420560354,21,"2021-07-01",2021,"岐阜","Gifu"
13185,5841,7344,1653410550,828487349,824923201,22,"2021-07-01",2021,"静岡","Shizuoka"
26497,11655,14842,3575994817,1769303695,1806691122,23,"2021-07-01",2021,"愛知","Aichi"
6872,3026,3846,841705798,419725944,421979854,24,"2021-07-01",2021,"三重","Mie"
5579,2319,3260,675612186,325723160,349889026,25,"2021-07-01",2021,"滋賀","Shiga"
10407,4219,6188,1303018288,597411527,705606761,26,"2021-07-01",2021,"京都","Kyoto"
36575,15101,21474,4728344663,2183475443,2544869220,27,"2021-07-01",2021,"大阪","Osaka"
22079,9176,12903,2835539754,1340591730,1494948024,28,"2021-07-01",2021,"兵庫","Hyogo"
4696,2094,2602,589333041,298609476,290723565,29,"2021-07-01",2021,"奈良","Nara"
3655,1449,2206,417132593,193072978,224059615,30,"2021-07-01",2021,"和歌山","Wakayama"
2346,968,1378,271232598,124446888,146785710,31,"2021-07-01",2021,"鳥取","Tottori"
2709,1083,1626,313419152,136675552,176743600,32,"2021-07-01",2021,"島根","Shimane"
7598,3203,4395,893184314,415270019,477914295,33,"2021-07-01",2021,"岡山","Okayama"
11050,4243,6807,1321741564,577063941,744677623,34,"2021-07-01",2021,"広島","Hiroshima"
4576,1717,2859,547631591,242097173,305534418,35,"2021-07-01",2021,"山口","Yamaguchi"
2904,1245,1659,328779986,156773187,172006799,36,"2021-07-01",2021,"徳島","Tokushima"
3774,1523,2251,441688672,200530123,241158549,37,"2021-07-01",2021,"香川","Kagawa"
5459,2206,3253,627986320,290941629,337044691,38,"2021-07-01",2021,"愛媛","Ehime"
3176,1284,1892,370118428,169328851,200789577,39,"2021-07-01",2021,"高知","Kochi"
23888,9269,14619,2922832204,1288367066,1634465138,40,"2021-07-01",2021,"福岡","Fukuoka"
3552,1323,2229,421434045,181483678,239950367,41,"2021-07-01",2021,"佐賀","Saga"
6158,2348,3810,673782238,297879669,375902569,42,"2021-07-01",2021,"長崎","Nagasaki"
7960,3107,4853,950138852,424350522,525788330,43,"2021-07-01",2021,"熊本","Kumamoto"
5767,2224,3543,683673965,303205109,380468856,44,"2021-07-01",2021,"大分","Oita"
4921,1859,3062,540458804,234527513,305931291,45,"2021-07-01",2021,"宮崎","Miyazaki"
7379,2812,4567,844975075,367353416,477621659,46,"2021-07-01",2021,"鹿児島","Kagoshima"
6575,2793,3782,759045318,355878709,403166609,47,"2021-07-01",2021,"沖縄","Okinawa"
490102,208310,281792,64191221672,30683216598,33508005074,99,"2021-08-01",2021,"全国","zenkoku"
23309,8650,14659,2876151326,1216214685,1659936641,1,"2021-08-01",2021,"北海道","Hokkaido"
6154,2462,3692,680223521,315789427,364434094,2,"2021-08-01",2021,"青森","Aomori"
4751,1973,2778,556862499,259571296,297291203,3,"2021-08-01",2021,"岩手","Iwate"
9272,3805,5467,1186010949,556939858,629071091,4,"2021-08-01",2021,"宮城","Miyagi"
4022,1689,2333,474315895,222545370,251770525,5,"2021-08-01",2021,"秋田","Akita"
4013,1667,2346,481360226,223666451,257693775,6,"2021-08-01",2021,"山形","Yamagata"
7282,3271,4011,937129930,469113284,468016646,7,"2021-08-01",2021,"福島","Fukushima"
9415,4278,5137,1249394005,647820852,601573153,8,"2021-08-01",2021,"茨城","Ibaraki"
6938,3184,3754,895757473,457571430,438186043,9,"2021-08-01",2021,"栃木","Tochigi"
6631,2977,3654,857776599,429372324,428404275,10,"2021-08-01",2021,"群馬","Gunma"
26301,12512,13789,3585632493,1887890801,1697741692,11,"2021-08-01",2021,"埼玉","Saitama"
21501,10027,11474,3071321459,1595375256,1475946203,12,"2021-08-01",2021,"千葉","Chiba"
51200,22514,28686,7633834999,3650871976,3982963023,13,"2021-08-01",2021,"東京","Tokyo"
31635,14578,17057,4584122341,2343499038,2240623303,14,"2021-08-01",2021,"神奈川","Kanagawa"
8319,3428,4891,1015636541,473583863,542052678,15,"2021-08-01",2021,"新潟","Niigata"
3323,1321,2002,407420411,183967446,223452965,16,"2021-08-01",2021,"富山","Toyama"
4507,1812,2695,569432764,259323214,310109550,17,"2021-08-01",2021,"石川","Ishikawa"
2596,1059,1537,311260946,142968863,168292083,18,"2021-08-01",2021,"福井","Fukui"
2758,1221,1537,348117655,172447815,175669840,19,"2021-08-01",2021,"山梨","Yamanashi"
7743,3361,4382,959108842,471401284,487707558,20,"2021-08-01",2021,"長野","Nagano"
6837,2975,3862,842275720,412974539,429301181,21,"2021-08-01",2021,"岐阜","Gifu"
13113,5838,7275,1675816240,838923293,836892947,22,"2021-08-01",2021,"静岡","Shizuoka"
26866,11896,14970,3539285488,1746395592,1792889896,23,"2021-08-01",2021,"愛知","Aichi"
6732,3008,3724,860363871,435961680,424402191,24,"2021-08-01",2021,"三重","Mie"
5636,2356,3280,690632760,331205975,359426785,25,"2021-08-01",2021,"滋賀","Shiga"
10580,4246,6334,1358120525,611896578,746223947,26,"2021-08-01",2021,"京都","Kyoto"
37014,15410,21604,5005938253,2353039960,2652898293,27,"2021-08-01",2021,"大阪","Osaka"
22329,9336,12993,2937602902,1390770401,1546832501,28,"2021-08-01",2021,"兵庫","Hyogo"
4756,2097,2659,632873013,320063746,312809267,29,"2021-08-01",2021,"奈良","Nara"
3614,1465,2149,433863303,203375737,230487566,30,"2021-08-01",2021,"和歌山","Wakayama"
2398,1026,1372,277278137,130694819,146583318,31,"2021-08-01",2021,"鳥取","Tottori"
2746,1079,1667,313617192,136380463,177236729,32,"2021-08-01",2021,"島根","Shimane"
7459,3179,4280,901721698,431812366,469909332,33,"2021-08-01",2021,"岡山","Okayama"
11211,4303,6908,1379730028,602305563,777424465,34,"2021-08-01",2021,"広島","Hiroshima"
4682,1777,2905,583724093,254145476,329578617,35,"2021-08-01",2021,"山口","Yamaguchi"
2878,1239,1639,348900886,164881009,184019877,36,"2021-08-01",2021,"徳島","Tokushima"
3726,1533,2193,457319591,211824377,245495214,37,"2021-08-01",2021,"香川","Kagawa"
5465,2199,3266,666806116,303492261,363313855,38,"2021-08-01",2021,"愛媛","Ehime"
3245,1313,1932,394983110,176272384,218710726,39,"2021-08-01",2021,"高知","Kochi"
24467,9545,14922,3182495911,1409255479,1773240432,40,"2021-08-01",2021,"福岡","Fukuoka"
3621,1336,2285,431940536,183146877,248793659,41,"2021-08-01",2021,"佐賀","Saga"
6146,2389,3757,706155609,312093783,394061826,42,"2021-08-01",2021,"長崎","Nagasaki"
7953,3125,4828,940769017,420399570,520369447,43,"2021-08-01",2021,"熊本","Kumamoto"
5621,2188,3433,658376571,289828714,368547857,44,"2021-08-01",2021,"大分","Oita"
5054,1912,3142,587229889,253787799,333442090,45,"2021-08-01",2021,"宮崎","Miyazaki"
7484,2843,4641,884542080,390154911,494387169,46,"2021-08-01",2021,"鹿児島","Kagoshima"
6799,2908,3891,817988259,388198713,429789546,47,"2021-08-01",2021,"沖縄","Okinawa"
467208,200322,266886,62354340018,29976230153,32378109865,99,"2021-09-01",2021,"全国","zenkoku"
22200,8294,13906,2802635855,1185843075,1616792780,1,"2021-09-01",2021,"北海道","Hokkaido"
5867,2384,3483,722549221,341320108,381229113,2,"2021-09-01",2021,"青森","Aomori"
4497,1859,2638,547482141,252794648,294687493,3,"2021-09-01",2021,"岩手","Iwate"
8786,3678,5108,1135260651,539804062,595456589,4,"2021-09-01",2021,"宮城","Miyagi"
3820,1615,2205,445309942,208904513,236405429,5,"2021-09-01",2021,"秋田","Akita"
3634,1529,2105,448617308,210818947,237798361,6,"2021-09-01",2021,"山形","Yamagata"
6854,3079,3775,907459960,456146591,451313369,7,"2021-09-01",2021,"福島","Fukushima"
9067,4158,4909,1261317398,656430210,604887188,8,"2021-09-01",2021,"茨城","Ibaraki"
6738,3138,3600,879008572,454373804,424634768,9,"2021-09-01",2021,"栃木","Tochigi"
6367,2877,3490,821735763,413931710,407804053,10,"2021-09-01",2021,"群馬","Gunma"
25227,12060,13167,3601396233,1912418165,1688978068,11,"2021-09-01",2021,"埼玉","Saitama"
20780,9769,11011,2983638108,1545095891,1438542217,12,"2021-09-01",2021,"千葉","Chiba"
48784,21666,27118,7294921919,3518373699,3776548220,13,"2021-09-01",2021,"東京","Tokyo"
30160,13931,16229,4340877328,2222011872,2118865456,14,"2021-09-01",2021,"神奈川","Kanagawa"
7747,3315,4432,962251501,467097000,495154501,15,"2021-09-01",2021,"新潟","Niigata"
3253,1305,1948,408854589,181835698,227018891,16,"2021-09-01",2021,"富山","Toyama"
4281,1744,2537,562253665,260308916,301944749,17,"2021-09-01",2021,"石川","Ishikawa"
2511,1063,1448,308427865,146970773,161457092,18,"2021-09-01",2021,"福井","Fukui"
2590,1143,1447,349688519,173612930,176075589,19,"2021-09-01",2021,"山梨","Yamanashi"
7296,3162,4134,919813920,451172305,468641615,20,"2021-09-01",2021,"長野","Nagano"
6607,2909,3698,830111721,405046105,425065616,21,"2021-09-01",2021,"岐阜","Gifu"
12740,5736,7004,1655314144,834493418,820820726,22,"2021-09-01",2021,"静岡","Shizuoka"
25500,11433,14067,3553461374,1771194464,1782266910,23,"2021-09-01",2021,"愛知","Aichi"
6539,2950,3589,848986266,430729022,418257244,24,"2021-09-01",2021,"三重","Mie"
5432,2322,3110,713351201,347205922,366145279,25,"2021-09-01",2021,"滋賀","Shiga"
10025,4110,5915,1331506598,612565623,718940975,26,"2021-09-01",2021,"京都","Kyoto"
35499,14808,20691,4817636749,2218210784,2599425965,27,"2021-09-01",2021,"大阪","Osaka"
21364,8976,12388,2893236783,1383551414,1509685369,28,"2021-09-01",2021,"兵庫","Hyogo"
4608,2018,2590,591587883,292701080,298886803,29,"2021-09-01",2021,"奈良","Nara"
3482,1461,2021,418988094,202648675,216339419,30,"2021-09-01",2021,"和歌山","Wakayama"
2281,983,1298,270638482,127590463,143048019,31,"2021-09-01",2021,"鳥取","Tottori"
2565,997,1568,310071723,132406732,177664991,32,"2021-09-01",2021,"島根","Shimane"
7181,3071,4110,898973244,425305140,473668104,33,"2021-09-01",2021,"岡山","Okayama"
10754,4171,6583,1387509578,611321926,776187652,34,"2021-09-01",2021,"広島","Hiroshima"
4559,1755,2804,576547641,257549459,318998182,35,"2021-09-01",2021,"山口","Yamaguchi"
2669,1184,1485,337882386,168086630,169795756,36,"2021-09-01",2021,"徳島","Tokushima"
3583,1484,2099,434195450,205737585,228457865,37,"2021-09-01",2021,"香川","Kagawa"
5249,2109,3140,634169759,289004739,345165020,38,"2021-09-01",2021,"愛媛","Ehime"
3051,1257,1794,368116912,168724357,199392555,39,"2021-09-01",2021,"高知","Kochi"
22875,8978,13897,2959396441,1324422207,1634974234,40,"2021-09-01",2021,"福岡","Fukuoka"
3374,1277,2097,392653778,168995178,223658600,41,"2021-09-01",2021,"佐賀","Saga"
5869,2285,3584,694619824,312628095,381991729,42,"2021-09-01",2021,"長崎","Nagasaki"
7503,2973,4530,917290449,413217838,504072611,43,"2021-09-01",2021,"熊本","Kumamoto"
5334,2048,3286,620251742,275195882,345055860,44,"2021-09-01",2021,"大分","Oita"
4802,1844,2958,576892235,255561753,321330482,45,"2021-09-01",2021,"宮崎","Miyazaki"
6937,2677,4260,822892946,363107589,459785357,46,"2021-09-01",2021,"鹿児島","Kagoshima"
6367,2737,3630,794556157,379763156,414793001,47,"2021-09-01",2021,"沖縄","Okinawa"
438582,189750,248832,54585606338,26357465310,28228141028,99,"2021-10-01",2021,"全国","zenkoku"
20664,7833,12831,2388425662,1025681930,1362743732,1,"2021-10-01",2021,"北海道","Hokkaido"
5435,2214,3221,597697873,281348111,316349762,2,"2021-10-01",2021,"青森","Aomori"
4221,1728,2493,454954718,211073425,243881293,3,"2021-10-01",2021,"岩手","Iwate"
8341,3536,4805,998418195,477954606,520463589,4,"2021-10-01",2021,"宮城","Miyagi"
3474,1470,2004,379505600,179875138,199630462,5,"2021-10-01",2021,"秋田","Akita"
3234,1403,1831,363238394,176296286,186942108,6,"2021-10-01",2021,"山形","Yamagata"
6484,2893,3591,803744291,398185314,405558977,7,"2021-10-01",2021,"福島","Fukushima"
8580,3983,4597,1069960964,562704397,507256567,8,"2021-10-01",2021,"茨城","Ibaraki"
6395,3052,3343,803157528,425111239,378046289,9,"2021-10-01",2021,"栃木","Tochigi"
5908,2728,3180,692638761,357504776,335133985,10,"2021-10-01",2021,"群馬","Gunma"
23733,11442,12291,3072380425,1628397404,1443983021,11,"2021-10-01",2021,"埼玉","Saitama"
19740,9287,10453,2672773781,1382853947,1289919834,12,"2021-10-01",2021,"千葉","Chiba"
46144,20669,25475,6595955579,3156607484,3439348095,13,"2021-10-01",2021,"東京","Tokyo"
28571,13299,15272,4078957521,2077175042,2001782479,14,"2021-10-01",2021,"神奈川","Kanagawa"
7170,3099,4071,842751165,411363451,431387714,15,"2021-10-01",2021,"新潟","Niigata"
3000,1238,1762,346452745,157967811,188484934,16,"2021-10-01",2021,"富山","Toyama"
3803,1527,2276,459464035,209373851,250090184,17,"2021-10-01",2021,"石川","Ishikawa"
2291,972,1319,258424100,124104701,134319399,18,"2021-10-01",2021,"福井","Fukui"
2433,1093,1340,304745805,153218213,151527592,19,"2021-10-01",2021,"山梨","Yamanashi"
7018,3062,3956,831338476,406120734,425217742,20,"2021-10-01",2021,"長野","Nagano"
6339,2856,3483,734698634,371523767,363174867,21,"2021-10-01",2021,"岐阜","Gifu"
12262,5542,6720,1512240144,759624581,752615563,22,"2021-10-01",2021,"静岡","Shizuoka"
24104,10774,13330,3059071994,1524958416,1534113578,23,"2021-10-01",2021,"愛知","Aichi"
6186,2756,3430,719233188,363938582,355294606,24,"2021-10-01",2021,"三重","Mie"
5056,2207,2849,605637674,299411796,306225878,25,"2021-10-01",2021,"滋賀","Shiga"
9363,3893,5470,1140955080,529446944,611508136,26,"2021-10-01",2021,"京都","Kyoto"
33827,14212,19615,4415580542,2050892001,2364688541,27,"2021-10-01",2021,"大阪","Osaka"
20107,8427,11680,2463385605,1161507818,1301877787,28,"2021-10-01",2021,"兵庫","Hyogo"
4347,1911,2436,531926466,263143288,268783178,29,"2021-10-01",2021,"奈良","Nara"
3205,1394,1811,361465224,180606913,180858311,30,"2021-10-01",2021,"和歌山","Wakayama"
2130,911,1219,242644755,114865213,127779542,31,"2021-10-01",2021,"鳥取","Tottori"
2278,949,1329,245833327,111339582,134493745,32,"2021-10-01",2021,"島根","Shimane"
6642,2863,3779,752776833,362358216,390418617,33,"2021-10-01",2021,"岡山","Okayama"
10031,3934,6097,1137319431,505847767,631471664,34,"2021-10-01",2021,"広島","Hiroshima"
4286,1658,2628,491455863,221403922,270051941,35,"2021-10-01",2021,"山口","Yamaguchi"
2481,1141,1340,283019603,144043892,138975711,36,"2021-10-01",2021,"徳島","Tokushima"
3262,1376,1886,386092922,183126325,202966597,37,"2021-10-01",2021,"香川","Kagawa"
4904,1977,2927,540701259,247775162,292926097,38,"2021-10-01",2021,"愛媛","Ehime"
2784,1144,1640,307871643,140225918,167645725,39,"2021-10-01",2021,"高知","Kochi"
21379,8427,12952,2535030756,1143203496,1391827260,40,"2021-10-01",2021,"福岡","Fukuoka"
3078,1198,1880,342063450,156585810,185477640,41,"2021-10-01",2021,"佐賀","Saga"
5385,2151,3234,583767621,265898599,317869022,42,"2021-10-01",2021,"長崎","Nagasaki"
6756,2755,4001,751178325,341952121,409226204,43,"2021-10-01",2021,"熊本","Kumamoto"
4924,1924,3000,541604220,240745978,300858242,44,"2021-10-01",2021,"大分","Oita"
4461,1777,2684,482803241,221543421,261259820,45,"2021-10-01",2021,"宮崎","Miyazaki"
6419,2496,3923,714343663,320454558,393889105,46,"2021-10-01",2021,"鹿児島","Kagoshima"
5947,2569,3378,687919257,328123364,359795893,47,"2021-10-01",2021,"沖縄","Okinawa"
426570,187034,239536,53809070583,26463260420,27345810163,99,"2021-11-01",2021,"全国","zenkoku"
20561,7947,12614,2474088113,1087701439,1386386674,1,"2021-11-01",2021,"北海道","Hokkaido"
5277,2172,3105,594315196,278444941,315870255,2,"2021-11-01",2021,"青森","Aomori"
4087,1737,2350,450008063,217117521,232890542,3,"2021-11-01",2021,"岩手","Iwate"
7976,3413,4563,983374340,473693942,509680398,4,"2021-11-01",2021,"宮城","Miyagi"
3399,1461,1938,376892630,184303187,192589443,5,"2021-11-01",2021,"秋田","Akita"
3169,1404,1765,352365416,173367273,178998143,6,"2021-11-01",2021,"山形","Yamagata"
6120,2730,3390,752661018,376910348,375750670,7,"2021-11-01",2021,"福島","Fukushima"
8700,4139,4561,1124299477,602817942,521481535,8,"2021-11-01",2021,"茨城","Ibaraki"
6179,2975,3204,757411901,411576241,345835660,9,"2021-11-01",2021,"栃木","Tochigi"
5837,2706,3131,708597608,367847537,340750071,10,"2021-11-01",2021,"群馬","Gunma"
23284,11369,11915,3072028426,1660959567,1411068859,11,"2021-11-01",2021,"埼玉","Saitama"
19103,9120,9983,2647575390,1399888682,1247686708,12,"2021-11-01",2021,"千葉","Chiba"
44296,19950,24346,6473654043,3143474501,3330179542,13,"2021-11-01",2021,"東京","Tokyo"
26730,12618,14112,3681958089,1912178795,1769779294,14,"2021-11-01",2021,"神奈川","Kanagawa"
6843,3017,3826,806670025,396719346,409950679,15,"2021-11-01",2021,"新潟","Niigata"
3023,1303,1720,354011334,169360020,184651314,16,"2021-11-01",2021,"富山","Toyama"
3732,1505,2227,457431646,207179845,250251801,17,"2021-11-01",2021,"石川","Ishikawa"
2194,937,1257,258032691,124736204,133296487,18,"2021-11-01",2021,"福井","Fukui"
2314,1052,1262,279211958,141981539,137230419,19,"2021-11-01",2021,"山梨","Yamanashi"
6772,2899,3873,793685420,388238379,405447041,20,"2021-11-01",2021,"長野","Nagano"
6098,2721,3377,738221335,375189500,363031835,21,"2021-11-01",2021,"岐阜","Gifu"
11481,5273,6208,1398633001,718174006,680458995,22,"2021-11-01",2021,"静岡","Shizuoka"
23761,10666,13095,3027682099,1509240225,1518441874,23,"2021-11-01",2021,"愛知","Aichi"
6185,2811,3374,753035480,388474627,364560853,24,"2021-11-01",2021,"三重","Mie"
5055,2218,2837,602414822,297370465,305044357,25,"2021-11-01",2021,"滋賀","Shiga"
9134,3831,5303,1142939273,542949669,599989604,26,"2021-11-01",2021,"京都","Kyoto"
32473,13996,18477,4191186093,2034358144,2156827949,27,"2021-11-01",2021,"大阪","Osaka"
19394,8247,11147,2433799161,1170850026,1262949135,28,"2021-11-01",2021,"兵庫","Hyogo"
4261,1901,2360,531703315,266660447,265042868,29,"2021-11-01",2021,"奈良","Nara"
3168,1376,1792,366437940,183733369,182704571,30,"2021-11-01",2021,"和歌山","Wakayama"
2000,860,1140,224267219,110025362,114241857,31,"2021-11-01",2021,"鳥取","Tottori"
2257,929,1328,250597200,115390292,135206908,32,"2021-11-01",2021,"島根","Shimane"
6777,3019,3758,792102082,400780838,391321244,33,"2021-11-01",2021,"岡山","Okayama"
10011,4100,5911,1191058900,550523976,640534924,34,"2021-11-01",2021,"広島","Hiroshima"
4253,1677,2576,513742960,236696997,277045963,35,"2021-11-01",2021,"山口","Yamaguchi"
2416,1127,1289,285970579,146391317,139579262,36,"2021-11-01",2021,"徳島","Tokushima"
3265,1396,1869,387821629,186327988,201493641,37,"2021-11-01",2021,"香川","Kagawa"
4703,1913,2790,544831676,255603222,289228454,38,"2021-11-01",2021,"愛媛","Ehime"
2716,1116,1600,317088270,143470069,173618201,39,"2021-11-01",2021,"高知","Kochi"
21138,8495,12643,2610929855,1194740103,1416189752,40,"2021-11-01",2021,"福岡","Fukuoka"
3146,1237,1909,357594568,162098781,195495787,41,"2021-11-01",2021,"佐賀","Saga"
5325,2170,3155,578984324,269124032,309860292,42,"2021-11-01",2021,"長崎","Nagasaki"
6727,2800,3927,760986464,361881666,399104798,43,"2021-11-01",2021,"熊本","Kumamoto"
4947,1976,2971,551854684,253198043,298656641,44,"2021-11-01",2021,"大分","Oita"
4446,1808,2638,490935375,231497026,259438349,45,"2021-11-01",2021,"宮崎","Miyazaki"
6378,2508,3870,720208166,325991388,394216778,46,"2021-11-01",2021,"鹿児島","Kagoshima"
5459,2409,3050,645771329,314021593,331749736,47,"2021-11-01",2021,"沖縄","Okinawa"
408782,179894,228888,50574335963,24911794269,25662541694,99,"2021-12-01",2021,"全国","zenkoku"
19071,7346,11725,2127266551,917792076,1209474475,1,"2021-12-01",2021,"北海道","Hokkaido"
5054,2110,2944,565497444,269901241,295596203,2,"2021-12-01",2021,"青森","Aomori"
3875,1658,2217,432800587,210835086,221965501,3,"2021-12-01",2021,"岩手","Iwate"
7856,3332,4524,923570207,444996461,478573746,4,"2021-12-01",2021,"宮城","Miyagi"
3064,1293,1771,332278959,162348820,169930139,5,"2021-12-01",2021,"秋田","Akita"
3012,1345,1667,344382571,170352146,174030425,6,"2021-12-01",2021,"山形","Yamagata"
6185,2816,3369,763352166,386349549,377002617,7,"2021-12-01",2021,"福島","Fukushima"
8174,3903,4271,1065964480,574428263,491536217,8,"2021-12-01",2021,"茨城","Ibaraki"
6157,3026,3131,780166218,429499978,350666240,9,"2021-12-01",2021,"栃木","Tochigi"
5554,2600,2954,668191066,349024840,319166226,10,"2021-12-01",2021,"群馬","Gunma"
22071,10815,11256,2876498633,1559303634,1317194999,11,"2021-12-01",2021,"埼玉","Saitama"
18646,8950,9696,2538317327,1345589575,1192727752,12,"2021-12-01",2021,"千葉","Chiba"
42553,19332,23221,5565206949,2718050451,2847156498,13,"2021-12-01",2021,"東京","Tokyo"
27049,12930,14119,3801646569,1989104867,1812541702,14,"2021-12-01",2021,"神奈川","Kanagawa"
6642,2873,3769,761574955,366050603,395524352,15,"2021-12-01",2021,"新潟","Niigata"
2859,1245,1614,337479502,162399738,175079764,16,"2021-12-01",2021,"富山","Toyama"
3603,1478,2125,413264976,188668118,224596858,17,"2021-12-01",2021,"石川","Ishikawa"
2195,919,1276,254607407,119800205,134807202,18,"2021-12-01",2021,"福井","Fukui"
2298,1039,1259,297170740,150630647,146540093,19,"2021-12-01",2021,"山梨","Yamanashi"
6582,2845,3737,784658595,381204676,403453919,20,"2021-12-01",2021,"長野","Nagano"
5811,2617,3194,687515037,349011836,338503201,21,"2021-12-01",2021,"岐阜","Gifu"
11199,5141,6058,1312113617,669694431,642419186,22,"2021-12-01",2021,"静岡","Shizuoka"
21790,9749,12041,2752885347,1384645038,1368240309,23,"2021-12-01",2021,"愛知","Aichi"
5961,2702,3259,724908492,376856243,348052249,24,"2021-12-01",2021,"三重","Mie"
4850,2118,2732,589018592,293549776,295468816,25,"2021-12-01",2021,"滋賀","Shiga"
8547,3563,4984,1053005223,490681890,562323333,26,"2021-12-01",2021,"京都","Kyoto"
31372,13525,17847,4038363702,1914854908,2123508794,27,"2021-12-01",2021,"大阪","Osaka"
18884,7969,10915,2385535173,1146671774,1238863399,28,"2021-12-01",2021,"兵庫","Hyogo"
3999,1784,2215,492172743,250256422,241916321,29,"2021-12-01",2021,"奈良","Nara"
2973,1327,1646,331198567,166758764,164439803,30,"2021-12-01",2021,"和歌山","Wakayama"
1873,797,1076,219431500,104980843,114450657,31,"2021-12-01",2021,"鳥取","Tottori"
2080,885,1195,232503094,106964799,125538295,32,"2021-12-01",2021,"島根","Shimane"
6443,2827,3616,756584923,369320343,387264580,33,"2021-12-01",2021,"岡山","Okayama"
9476,3881,5595,1116229602,525050547,591179055,34,"2021-12-01",2021,"広島","Hiroshima"
4088,1637,2451,488003981,228468357,259535624,35,"2021-12-01",2021,"山口","Yamaguchi"
2266,1094,1172,265730708,140979902,124750806,36,"2021-12-01",2021,"徳島","Tokushima"
3131,1340,1791,360091794,175500102,184591692,37,"2021-12-01",2021,"香川","Kagawa"
4468,1818,2650,512128983,239311045,272817938,38,"2021-12-01",2021,"愛媛","Ehime"
2516,1059,1457,287660149,133940100,153720049,39,"2021-12-01",2021,"高知","Kochi"
20169,8130,12039,2461758980,1140213328,1321545652,40,"2021-12-01",2021,"福岡","Fukuoka"
